,pos_x,pos_y
Huskies_D1,32.714285714285715,70.76190476190476
Huskies_F1,67.86666666666666,32.8
Huskies_M1,45.06666666666667,68.8
Huskies_F2,54.785714285714285,64.32142857142857
Huskies_M3,40.27272727272727,41.77272727272727
Huskies_G1,11.642857142857142,51.57142857142857
Huskies_D3,33.52,37.88
Huskies_D4,42.77272727272727,12.318181818181818
Huskies_M4,46.0,78.0
Huskies_M5,25.75,19.25
Huskies_D6,47.28,86.44
Huskies_M6,57.8,49.3
Huskies_M9,53.5,61.833333333333336
Huskies_F4,66.66666666666667,58.666666666666664
