,motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9,motif_10,motif_11,motif_12,motif_13,motif_14,motif_15
1,0.02976190476190476,0.02976190476190476,0.027777777777777776,0.023809523809523808,0.00992063492063492,0.005952380952380952,0.025793650793650792,0.017857142857142856,0.015873015873015872,0.00992063492063492,0.003968253968253968,0.003968253968253968,0.0,0.03968253968253968,0.041666666666666664
2,-0.043859649122807015,-0.05789473684210526,-0.042105263157894736,-0.04736842105263158,-0.017543859649122806,0.0,-0.042105263157894736,-0.007017543859649123,-0.02280701754385965,-0.010526315789473684,0.0,0.0017543859649122807,0.0017543859649122807,-0.04912280701754386,-0.04912280701754386
3,-0.02,-0.03,-0.017142857142857144,-0.02,-0.002857142857142857,-0.002857142857142857,-0.02,-0.014285714285714285,-0.012857142857142857,-0.005714285714285714,-0.005714285714285714,-0.004285714285714286,-0.002857142857142857,-0.047142857142857146,-0.02
4,0.0073964497041420114,-0.0029585798816568047,0.008875739644970414,0.0,0.0029585798816568047,0.0,0.004437869822485207,0.0014792899408284023,-0.005917159763313609,0.0,0.0,0.0,0.0,-0.016272189349112426,0.0029585798816568047
5,0.014684287812041116,0.020558002936857563,0.004405286343612335,0.005873715124816446,-0.0014684287812041115,-0.0014684287812041115,-0.002936857562408223,-0.00881057268722467,0.007342143906020558,-0.005873715124816446,-0.002936857562408223,-0.0014684287812041115,0.002936857562408223,0.0014684287812041115,-0.0014684287812041115
6,0.001736111111111111,0.001736111111111111,-0.005208333333333333,0.0,0.003472222222222222,0.0,0.0,0.005208333333333333,0.003472222222222222,0.001736111111111111,0.0,0.0,0.0,0.010416666666666666,-0.008680555555555556
7,0.03932584269662921,0.08614232209737828,0.033707865168539325,0.05056179775280899,0.0,-0.0018726591760299626,0.04119850187265917,0.003745318352059925,0.0056179775280898875,-0.0018726591760299626,-0.0018726591760299626,-0.0018726591760299626,0.0,0.10861423220973783,0.04681647940074907
8,0.0018018018018018018,0.0036036036036036037,0.0036036036036036037,0.007207207207207207,0.0036036036036036037,0.0018018018018018018,0.009009009009009009,0.0,0.012612612612612612,0.0036036036036036037,0.0018018018018018018,0.0018018018018018018,0.0,0.0,0.005405405405405406
9,-0.04669887278582931,-0.0644122383252818,-0.03864734299516908,-0.05152979066022544,-0.02576489533011272,-0.004830917874396135,-0.04508856682769726,-0.017713365539452495,-0.037037037037037035,-0.01932367149758454,-0.00644122383252818,-0.00322061191626409,0.0,-0.07407407407407407,-0.04669887278582931
10,0.042884990253411304,0.04093567251461988,0.037037037037037035,0.037037037037037035,0.009746588693957114,0.001949317738791423,0.031189083820662766,0.015594541910331383,0.017543859649122806,0.011695906432748537,0.001949317738791423,0.001949317738791423,0.001949317738791423,0.031189083820662766,0.031189083820662766
11,-0.024844720496894408,-0.06832298136645963,-0.024844720496894408,-0.024844720496894408,-0.002070393374741201,0.0,-0.024844720496894408,-0.012422360248447204,0.0,-0.002070393374741201,0.0,0.0,0.0,-0.049689440993788817,-0.041407867494824016
12,-0.049557522123893805,-0.09911504424778761,-0.04424778761061947,-0.05309734513274336,-0.008849557522123894,-0.007079646017699115,-0.049557522123893805,-0.010619469026548672,-0.024778761061946902,-0.008849557522123894,-0.007079646017699115,-0.007079646017699115,0.0,-0.1168141592920354,-0.06017699115044248
13,-0.03319502074688797,-0.040110650069156296,-0.0318118948824343,-0.034578146611341634,-0.016597510373443983,-0.005532503457814661,-0.034578146611341634,-0.02074688796680498,-0.02351313969571231,-0.017980636237897647,-0.006915629322268326,-0.006915629322268326,-0.0013831258644536654,-0.04564315352697095,-0.03319502074688797
14,-0.007974481658692184,0.0,-0.009569377990430622,-0.004784688995215311,-0.007974481658692184,0.001594896331738437,-0.007974481658692184,-0.003189792663476874,0.006379585326953748,-0.004784688995215311,0.0,0.001594896331738437,0.0,-0.023923444976076555,-0.017543859649122806
