,motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9,motif_10,motif_11,motif_12,motif_13,motif_14,motif_15
1,0.026543209876543204,-0.06234567901234567,0.02839506172839506,0.009876543209876541,0.00802469135802469,0.009259259259259259,0.022839506172839502,0.027777777777777776,0.00246913580246913,0.010493827160493826,0.006172839506172839,0.006172839506172839,0.0,-0.13580246913580246,0.040123456790123455
2,-0.03146473779385172,0.05330922242314648,-0.04166365280289331,-0.052441229656419536,-0.018951175406871607,0.006365280289330922,-0.04802893309222424,-0.0005786618444846292,-0.00426763110307414,-0.008824593128390597,0.006365280289330922,0.008896925858951176,0.005714285714285714,0.17417721518987345,-0.04860759493670886
3,0.002700866169500854,0.027154886933484723,-0.0021503711540611925,-1.720296923249376e-05,0.006210271892928717,-0.0019439355232713168,-0.006812375816065863,-0.013796781324456598,-0.0073886752853542514,-0.0025288364771759615,-0.007964974754642652,-0.00563397242364032,-0.004662004662004662,0.02092741207132351,-0.0040943066773325015
4,0.01432910550318181,-0.007125163029682358,0.01736649072590881,-0.00047267666290276567,0.005777159213255955,-3.5013086140945476e-05,0.008499426660714439,0.0028623197920222675,-0.01211452780476703,-0.00012254580149330743,-3.5013086140945476e-05,-3.5013086140945476e-05,0.0,-0.03433908423273202,0.005444534894916975
5,0.023957523957523957,0.030095830095830084,0.004558404558404561,0.00668220668220669,-0.004662004662004664,-0.003392903392903392,-0.009686609686609685,-0.019088319088319088,0.011706811706811704,-0.013027713027713026,-0.006423206423206423,-0.003392903392903392,0.005698005698005698,-0.014374514374514369,-0.008650608650608654
6,0.0014952730079104692,-0.0022670268184449283,-0.012106887902759017,-0.002122322978969707,0.0064634381632259295,-9.646922631680521e-05,-0.001929384526336106,0.00998456492378931,0.005788153579008297,0.0030387806289793543,-9.646922631680521e-05,-9.646922631680521e-05,0.0,0.011672776384333394,-0.019727956781786612
7,0.026494748182063023,0.012254241852949072,0.022185564233773228,0.049791273902504714,-0.014678157823862106,-0.009998653380016159,0.03649340156207918,-0.009359008887691894,-0.017708052787503367,-0.01733773229194721,-0.009998653380016159,-0.009998653380016159,0.0,-0.08426474548882307,0.02612442768650687
8,-0.004259698303936632,-0.0165958888049397,-0.0004429044108068686,0.0055753849360393876,0.0060182893468462605,0.0034129692832764505,0.010603652658729125,-0.0024229476591199235,0.021064012713961914,0.0060182893468462605,0.0034129692832764505,0.0034129692832764505,0.0,-0.03634421488679884,0.0005471172133496571
9,-0.03478260869565218,0.05838509316770188,-0.02391304347826087,-0.041304347826086954,-0.026708074534161495,-0.006521739130434782,-0.03664596273291926,-0.011801242236024845,-0.025776397515527946,-0.01801242236024845,-0.008695652173913044,-0.004347826086956522,0.0,0.20279503105590063,-0.022670807453416146
10,0.04628068519018074,-0.046263825195575925,0.0400930671702185,0.03737860803884543,0.009407876989479362,0.00025289991907202596,0.028476530887510114,0.02102441327218775,0.013133935797140544,0.015089695171297544,-0.002461559212301052,0.00025289991907202596,0.002967359050445104,-0.1751079039654707,0.009475316967898578
11,-0.014285714285714284,-0.02818181818181817,-0.019220779220779215,-0.021688311688311687,0.004155844155844156,0.0,-0.021688311688311687,-0.01948051948051948,0.014805194805194807,0.004155844155844156,0.0,0.0,0.0,0.13922077922077924,-0.037792207792207794
